timestamp,altitude
1672027914242,0,11.2,0,0,0
1672027914341,0,11.2,0,0,0
1672027914442,0,11.2,0,0,0
1672027914541,0.02,11.2,0,0,0
1672027914641,0.03,11.3,0,0,0
1672027914742,0.05,11.3,0,0,0
1672027914841,0.05,11.2,0,0,0
1672027914941,0.05,11.2,0,0,0
1672027915042,0.04,11.2,0,0,0
1672027915141,0.03,11.2,0,0,0
1672027915242,0.02,11.2,0,0,0
1672027915341,0.01,11.3,0,0,0
1672027915441,0.01,11.3,0,0,0
1672027915543,0,11.2,0,0,0
1672027915641,0,11.2,0,0,0
1672027915741,-0.02,11.2,0,0,0
1672027915841,-0.04,11.2,0,0,0
1672027915941,-0.05,11.2,0,0,0
1672027916041,-0.06,11.2,0,0,0
1672027916142,-0.06,11.2,0,0,0
1672027916241,-0.06,11.2,0,0,0
1672027916341,-0.06,11.2,0,0,0
1672027916441,-0.06,11.2,0,0,0
1672027916541,-0.06,11.2,0,0,0
1672027916642,-0.06,11.2,0,0,0
1672027916741,-0.06,11.2,0,0,0
1672027916844,-0.06,11.2,0,0,0
1672027916941,-0.05,11.2,0,0,0
1672027917041,-0.04,11.2,0,0,0
1672027917141,-0.02,11.2,0,0,0
1672027917241,-0.01,11.2,0,0,0
1672027917341,0,11.2,0,0,0
1672027917442,0,11.2,0,0,0
1672027917541,0.02,11.2,0,0,0
1672027917641,0.04,11.2,0,0,0
1672027917741,0.07,11.2,0,0,0
1672027917841,0.09,11.2,0,0,0
1672027917941,0.11,11.2,0,0,0
1672027918041,0.13,11.2,0,0,0
1672027918142,0.13,11.2,0,0,0
1672027918242,0.13,11.2,0,0,0
1672027918341,0.12,11.2,0,0,0
1672027918441,0.11,11.2,0,0,0
1672027918541,0.1,11.2,0,0,0
1672027918642,0.09,11.3,0,0,0
1672027918741,0.07,11.3,0,0,0
1672027918842,0.05,11.2,0,0,0
1672027918942,0.02,11.2,0,0,0
1672027919043,0,11.2,0,0,0
1672027919142,-0.02,11.2,0,0,0
1672027919241,-0.04,11.2,0,0,0
1672027919341,-0.05,11.2,0,0,0
1672027919441,-0.06,11.2,0,0,0
1672027919541,-0.07,11.2,0,0,0
1672027919641,-0.07,11.2,0,0,0
1672027919741,-0.08,11.2,0,0,0
1672027919841,-0.09,11.3,0,0,0
1672027919942,-0.09,11.2,0,0,0
1672027920042,-0.09,11.2,0,0,0
1672027920142,-0.09,11.2,0,0,0
1672027920241,-0.08,11.2,0,0,0
1672027920341,-0.07,11.2,0,0,0
1672027920444,-0.06,11.2,0,0,0
1672027920541,-0.05,11.2,0,0,0
1672027920641,-0.04,11.2,0,0,0
1672027920741,-0.03,11.2,0,0,0
1672027920841,-0.01,11.2,0,0,0
1672027920941,0.01,11.2,0,0,0
1672027921041,0.04,11.2,0,0,0
1672027921141,0.07,11.2,0,0,0
1672027921241,0.11,11.2,0,0,0
1672027921341,0.13,11.2,0,0,0
1672027921441,0.16,11.2,0,0,0
1672027921542,0.17,11.2,0,0,0
1672027921641,0.16,11.2,0,0,0
1672027921741,0.15,11.2,0,0,0
1672027921841,0.13,11.2,0,0,0
1672027921941,0.11,11.2,0,0,0
1672027922041,0.08,11.2,0,0,0
1672027922141,0.05,11.2,0,0,0
1672027922242,0.02,11.2,0,0,0
1672027922341,0,11.2,0,0,0
1672027922441,-0.02,11.2,0,0,0
1672027922541,-0.04,11.2,0,0,0
1672027922641,-0.05,11.2,0,0,0
1672027922741,-0.07,11.2,0,0,0
1672027922842,-0.07,11.2,0,0,0
1672027922942,-0.08,11.2,0,0,0
1672027923042,-0.09,11.2,0,0,0
1672027923141,-0.09,11.2,0,0,0
1672027923241,-0.1,11.2,0,0,0
1672027923341,-0.1,11.2,0,0,0
1672027923442,-0.09,11.2,0,0,0
1672027923542,-0.09,11.2,0,0,0
1672027923642,-0.08,11.2,0,0,0
1672027923742,-0.08,11.2,0,0,0
1672027923841,-0.07,11.2,0,0,0
1672027923942,-0.06,11.2,0,0,0
1672027924041,-0.05,11.2,0,0,0
1672027924141,-0.04,11.2,0,0,0
1672027924241,-0.02,11.2,0,0,0
1672027924341,0,11.2,0,0,0
1672027924441,0,11.2,0,0,0
1672027924542,0.02,11.2,0,0,0
1672027924641,0.04,11.2,0,0,0
1672027924741,0.06,11.2,0,0,0
1672027924841,0.08,11.2,0,0,0
1672027924941,0.1,11.2,0,0,0
1672027925042,0.11,11.3,0,0,0
1672027925141,0.11,11.3,0,0,0
1672027925241,0.11,11.3,0,0,0
1672027925341,0.11,11.2,0,0,0
1672027925441,0.1,11.2,0,0,0
1672027925541,0.1,11.2,0,0,0
1672027925641,0.08,11.2,0,0,0
1672027925741,0.06,11.2,0,0,0
1672027925841,0.03,11.2,0,0,0
1672027925942,0,11.2,0,0,0
1672027926042,-0.03,11.2,0,0,0
1672027926141,-0.05,11.2,0,0,0
1672027926241,-0.08,11.2,0,0,0
1672027926341,-0.09,11.2,0,0,0
1672027926441,-0.1,11.2,0,0,0
1672027926543,-0.11,11.2,0,0,0
1672027926642,-0.11,11.2,0,0,0
1672027926741,-0.12,11.3,0,0,0
1672027926841,-0.12,11.3,0,0,0
1672027926941,-0.11,11.2,0,0,0
1672027927041,-0.1,11.3,0,0,0
1672027927141,-0.09,11.3,0,0,0
1672027927243,-0.07,11.2,0,0,0
1672027927341,-0.05,11.2,0,0,0
1672027927442,-0.03,11.2,0,0,0
1672027927542,-0.01,11.2,0,0,0
1672027927641,0,11.2,0,0,0
1672027927741,0.01,11.2,0,0,0
1672027927842,0.01,11.2,0,0,0
1672027927941,0.02,11.2,0,0,0
1672027928041,0.02,11.2,0,0,0
1672027928142,0.03,11.2,0,0,0
1672027928242,0.03,11.2,0,0,0
1672027928341,0.03,11.2,0,0,0
1672027928441,0.02,11.2,0,0,0
1672027928542,0.02,11.2,0,0,0
1672027928642,0.02,11.2,0,0,0
1672027928743,0.02,11.2,0,0,0
1672027928841,0.01,11.2,0,0,0
1672027928941,0.01,11.3,0,0,0
1672027929041,0.01,11.3,0,0,0
1672027929141,0.01,11.3,0,0,0
1672027929241,0.01,11.3,0,0,0
1672027929342,0.01,11.2,0,0,0
1672027929442,0.01,11.2,0,0,0
1672027929542,0.01,11.2,0,0,0
1672027929641,0.01,11.2,0,0,0
1672027929741,0,11.2,0,0,0
1672027929841,0,11.2,0,0,0
1672027929946,0,11.3,0,0,0
1672027930041,0,11.3,0,0,0
1672027930141,0,11.3,0,0,0
1672027930242,0,11.2,0,0,0
1672027930342,0,11.2,0,0,0
1672027930442,0,11.2,0,0,0
1672027930541,0,11.2,0,0,0
1672027930641,0,11.2,0,0,0
1672027930741,0,11.2,0,0,0
1672027930858,0,11.2,0,0,0
1672027930948,0,11.2,0,0,0
1672027931042,0,11.2,0,0,0
1672027931141,0,11.2,0,0,0
1672027931241,0,11.2,0,0,0
1672027931341,0,11.2,0,0,0
1672027931441,0,11.2,0,0,0
1672027931544,0,11.2,0,0,0
1672027931641,0,11.2,0,0,0
1672027931741,0,11.2,0,0,0
1672027931841,0,11.2,0,0,0
1672027931941,0,11.2,0,0,0
1672027932041,0,11.2,0,0,0
1672027932141,0,11.2,0,0,0
1672027932241,0,11.2,0,0,0
1672027932342,0,11.2,0,0,0
1672027932441,0,11.2,0,0,0
1672027932543,0,11.2,0,0,0
1672027932641,0,11.2,0,0,0
1672027932741,0,11.2,0,0,0
1672027932842,0,11.2,0,0,0
1672027932941,0,11.2,0,0,0
1672027933044,0,11.2,0,0,0
1672027933143,0,11.2,0,0,0
1672027933241,0,11.2,0,0,0
1672027933341,0,11.2,0,0,0
